,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,income_cat,bedrooms_per_room
12109,-117.29,33.97,4.0,18767.0,3032.0,8805.0,2723.0,4.6667,INLAND,4,0.1615601854318751
12110,-117.35,34.01,23.0,3707.0,769.0,1938.0,658.0,2.725,INLAND,2,0.20744537361748044
12111,-117.34,34.02,28.0,2683.0,708.0,2047.0,636.0,2.275,INLAND,2,0.2638837122623928
12112,-117.32,34.01,23.0,3021.0,527.0,1580.0,533.0,4.4063,INLAND,3,0.17444554783184377
12113,-117.24,33.95,11.0,6617.0,1118.0,3710.0,1087.0,4.7877,INLAND,4,0.16895874263261296
12114,-117.23,33.94,7.0,13195.0,2696.0,6763.0,2437.0,3.5851,INLAND,3,0.20431981811292155
12115,-117.25,33.95,5.0,13096.0,2208.0,6780.0,2180.0,4.2775,INLAND,3,0.1686010995723885
12116,-117.23,33.96,5.0,9179.0,1361.0,4573.0,1294.0,5.253,INLAND,4,0.1482732323782547
12117,-117.21,33.95,5.0,8403.0,1240.0,3962.0,1150.0,5.2174,INLAND,4,0.14756634535285018
12118,-117.14,33.94,5.0,4873.0,639.0,1947.0,568.0,6.3223,INLAND,5,0.13113072029550585
12119,-117.21,33.97,3.0,18356.0,2537.0,8437.0,2342.0,5.6409,INLAND,4,0.13821093920244062
12120,-117.28,33.94,10.0,972.0,212.0,773.0,219.0,1.3125,INLAND,1,0.21810699588477367
12121,-117.28,33.92,35.0,3623.0,841.0,2721.0,766.0,2.1574,INLAND,2,0.2321280706596743
12122,-117.27,33.92,13.0,8443.0,1744.0,4885.0,1470.0,3.0907,INLAND,3,0.20656164870306762
12123,-117.27,33.93,2.0,337.0,55.0,115.0,49.0,3.1042,INLAND,3,0.1632047477744807
12124,-117.24,33.94,15.0,1569.0,423.0,1123.0,369.0,1.6111,INLAND,2,0.2695984703632887
12125,-117.24,33.93,12.0,7105.0,1447.0,4520.0,1333.0,3.2705,INLAND,3,0.20365939479239972
12126,-117.25,33.93,8.0,10110.0,1761.0,5804.0,1703.0,4.2654,INLAND,3,0.1741839762611276
12127,-117.25,33.92,7.0,9812.0,1914.0,5595.0,1729.0,4.1482,INLAND,3,0.19506726457399104
12128,-117.23,33.91,9.0,11654.0,2100.0,7596.0,2127.0,4.0473,INLAND,3,0.1801956409816372
12129,-117.23,33.89,5.0,11775.0,2031.0,6686.0,1911.0,4.1953,INLAND,3,0.17248407643312103
12130,-117.23,33.94,8.0,2405.0,537.0,1594.0,517.0,3.0789,INLAND,3,0.2232848232848233
12131,-117.22,33.93,14.0,5104.0,1026.0,3513.0,972.0,3.2148,INLAND,3,0.20101880877742948
12132,-117.22,33.92,5.0,16884.0,2865.0,9509.0,2688.0,4.0938,INLAND,3,0.1696872778962331
12133,-117.21,33.93,4.0,10002.0,1468.0,5439.0,1397.0,5.0223,INLAND,4,0.14677064587082583
12134,-117.16,33.92,12.0,3236.0,502.0,1610.0,502.0,4.7568,INLAND,4,0.15512978986402967
12135,-117.22,33.9,8.0,8302.0,1461.0,5155.0,1370.0,4.0467,INLAND,3,0.17598169115875692
12136,-117.13,33.89,4.0,1611.0,239.0,275.0,84.0,3.5781,INLAND,3,0.14835505896958412
12137,-117.19,33.9,3.0,21060.0,3366.0,9623.0,2812.0,4.189,INLAND,3,0.15982905982905982
12138,-117.22,33.87,16.0,56.0,7.0,39.0,14.0,2.625,INLAND,2,0.125
12139,-117.24,33.85,8.0,1031.0,201.0,606.0,179.0,2.8194,INLAND,2,0.19495635305528614
12140,-117.17,33.83,7.0,77.0,12.0,64.0,15.0,4.6,INLAND,4,0.15584415584415584
12141,-117.2,33.83,14.0,1265.0,230.0,621.0,173.0,3.6618,INLAND,3,0.18181818181818182
12142,-117.23,33.83,2.0,1424.0,251.0,681.0,192.0,4.0833,INLAND,3,0.17626404494382023
12143,-117.21,33.82,2.0,4198.0,805.0,1943.0,673.0,3.9052,INLAND,3,0.19175797999047164
12144,-117.22,33.81,4.0,9911.0,1946.0,5145.0,1661.0,3.4237,INLAND,3,0.19634749268489557
12145,-117.21,33.71,16.0,8476.0,1758.0,2711.0,1427.0,2.1848,<1H OCEAN,2,0.207409155261916
12146,-117.2,33.72,8.0,5528.0,1073.0,1674.0,918.0,2.5335,<1H OCEAN,2,0.1941027496382055
12147,-117.2,33.72,16.0,5373.0,1079.0,1573.0,933.0,1.9912,<1H OCEAN,2,0.20081890936162292
12148,-117.2,33.71,24.0,4210.0,920.0,1283.0,829.0,2.0881,<1H OCEAN,2,0.21852731591448932
12149,-117.2,33.7,23.0,6323.0,1196.0,1984.0,1124.0,2.3276,<1H OCEAN,2,0.18915071959512889
12150,-117.19,33.7,24.0,5783.0,1256.0,1990.0,1151.0,1.9014,<1H OCEAN,2,0.21718831056545046
12151,-117.19,33.69,3.0,6484.0,1037.0,3295.0,1074.0,4.5881,<1H OCEAN,4,0.15993214065391734
12152,-117.27,33.68,8.0,26322.0,4072.0,9360.0,3361.0,5.3238,<1H OCEAN,4,0.15469949092014285
12153,-117.25,33.7,10.0,5156.0,941.0,2294.0,747.0,3.58,<1H OCEAN,3,0.18250581846392552
12154,-117.23,33.68,10.0,3659.0,650.0,1476.0,515.0,3.8869,<1H OCEAN,3,0.17764416507242417
12155,-117.22,33.66,12.0,1869.0,356.0,1007.0,323.0,3.125,<1H OCEAN,3,0.19047619047619047
12156,-117.17,33.66,2.0,7401.0,1187.0,2826.0,839.0,4.1386,<1H OCEAN,3,0.16038373192811783
12157,-117.07,33.67,11.0,939.0,187.0,557.0,190.0,2.375,INLAND,2,0.19914802981895632
12158,-117.11,33.83,14.0,2715.0,500.0,1540.0,464.0,3.8036,INLAND,3,0.1841620626151013
12159,-117.11,33.78,13.0,1914.0,339.0,930.0,304.0,4.1875,INLAND,3,0.17711598746081506
12160,-117.08,33.82,6.0,1771.0,293.0,935.0,279.0,4.065,INLAND,3,0.16544325239977414
12161,-117.18,33.78,7.0,1697.0,424.0,808.0,354.0,1.3417,INLAND,1,0.2498526812021214
12162,-117.11,33.75,17.0,4174.0,851.0,1845.0,780.0,2.2618,INLAND,2,0.20388116914230953
12163,-117.16,33.76,11.0,4934.0,929.0,2508.0,840.0,2.625,INLAND,2,0.1882853668423186
12164,-117.22,33.74,7.0,1810.0,386.0,931.0,355.0,2.5221,<1H OCEAN,2,0.2132596685082873
12165,-117.06,33.78,17.0,2813.0,565.0,1345.0,488.0,2.5847,INLAND,2,0.20085318165659438
12166,-117.14,33.81,13.0,4496.0,756.0,2044.0,695.0,3.2778,INLAND,3,0.16814946619217083
12167,-117.22,33.8,3.0,5284.0,920.0,2703.0,729.0,4.0717,INLAND,3,0.17411052233156699
12168,-117.09,33.71,13.0,1974.0,426.0,1276.0,408.0,1.972,INLAND,2,0.21580547112462006
12169,-117.07,33.72,16.0,4928.0,960.0,2132.0,853.0,2.7983,INLAND,2,0.19480519480519481
12170,-117.11,33.74,18.0,4799.0,1035.0,1966.0,944.0,2.1182,INLAND,2,0.2156699312356741
12171,-117.15,33.7,2.0,6305.0,1265.0,2489.0,1152.0,3.1319,INLAND,3,0.2006344171292625
12172,-117.16,33.73,10.0,2381.0,454.0,1323.0,477.0,2.6322,INLAND,2,0.19067618647627047
12173,-117.23,33.79,17.0,3318.0,759.0,2016.0,673.0,2.2969,INLAND,2,0.22875226039783003
12174,-117.23,33.78,23.0,3465.0,703.0,2672.0,607.0,1.9767,INLAND,2,0.2028860028860029
12175,-117.23,33.77,5.0,2108.0,496.0,1666.0,461.0,2.0,INLAND,2,0.23529411764705882
12176,-117.29,33.83,15.0,4173.0,804.0,2393.0,713.0,2.4662,INLAND,2,0.19266714593817397
12177,-117.32,33.8,11.0,3196.0,576.0,1757.0,552.0,4.0982,INLAND,3,0.1802252816020025
12178,-117.26,33.81,22.0,4249.0,922.0,2405.0,846.0,2.1549,INLAND,2,0.21699223346669805
12179,-117.24,33.77,9.0,6907.0,1379.0,3665.0,1290.0,2.8401,INLAND,2,0.19965252642246994
12180,-117.31,33.75,19.0,3173.0,678.0,2204.0,606.0,2.1484,<1H OCEAN,2,0.21367790734320832
12181,-117.27,33.77,16.0,2876.0,576.0,1859.0,545.0,2.0878,<1H OCEAN,2,0.20027816411682892
12182,-117.29,33.72,19.0,2248.0,427.0,1207.0,368.0,2.817,<1H OCEAN,2,0.18994661921708186
12183,-117.28,33.72,11.0,1161.0,235.0,640.0,210.0,2.1667,<1H OCEAN,2,0.20241171403962102
12184,-117.39,33.69,5.0,6529.0,997.0,3464.0,1006.0,5.3275,<1H OCEAN,4,0.15270332363302191
12185,-117.37,33.7,8.0,4345.0,865.0,2425.0,785.0,3.2481,<1H OCEAN,3,0.19907940161104717
12186,-117.34,33.71,10.0,2591.0,486.0,1255.0,425.0,3.1513,<1H OCEAN,3,0.18757236588189888
12187,-117.31,33.67,9.0,981.0,169.0,596.0,156.0,3.1832,<1H OCEAN,3,0.17227319062181448
12188,-117.35,33.69,11.0,1229.0,236.0,581.0,190.0,3.102,<1H OCEAN,3,0.1920260374288039
12189,-117.33,33.67,27.0,4376.0,1003.0,2667.0,870.0,1.9194,<1H OCEAN,2,0.22920475319926875
12190,-117.35,33.68,10.0,516.0,107.0,282.0,96.0,4.2788,<1H OCEAN,3,0.20736434108527133
12191,-117.38,33.67,9.0,13288.0,2728.0,7235.0,2350.0,3.375,<1H OCEAN,3,0.2052980132450331
12192,-117.38,33.67,17.0,10145.0,2306.0,4776.0,1749.0,2.2423,<1H OCEAN,2,0.22730409068506655
12193,-117.35,33.64,23.0,6859.0,1535.0,3405.0,1351.0,2.5395,<1H OCEAN,2,0.22379355591194053
12194,-117.29,33.63,7.0,16010.0,2726.0,7139.0,2426.0,3.8056,<1H OCEAN,3,0.1702685821361649
12195,-117.28,33.66,15.0,4573.0,928.0,2513.0,832.0,2.6949,<1H OCEAN,2,0.20293024272906188
12196,-117.43,33.55,8.0,446.0,62.0,188.0,68.0,9.4356,<1H OCEAN,5,0.13901345291479822
12197,-117.36,33.6,10.0,4097.0,813.0,2082.0,731.0,3.2258,<1H OCEAN,3,0.19843788137661703
12198,-117.25,33.65,10.0,1652.0,316.0,725.0,233.0,3.5125,<1H OCEAN,3,0.19128329297820823
12199,-117.19,33.64,12.0,1481.0,265.0,757.0,243.0,3.235,<1H OCEAN,3,0.17893315327481432
12200,-117.21,33.61,7.0,7722.0,1324.0,2975.0,1161.0,3.6273,<1H OCEAN,3,0.17145817145817147
12201,-117.2,33.58,2.0,30450.0,5033.0,9419.0,3197.0,4.5936,<1H OCEAN,4,0.16528735632183908
12202,-117.16,33.61,3.0,2744.0,428.0,1223.0,366.0,4.7944,<1H OCEAN,4,0.15597667638483964
12203,-117.12,33.61,2.0,2569.0,431.0,1232.0,388.0,4.3651,<1H OCEAN,3,0.16776956014013233
12204,-117.16,33.57,2.0,20391.0,3245.0,7132.0,2716.0,3.9443,<1H OCEAN,3,0.1591388357608749
12205,-117.16,33.54,4.0,4952.0,1000.0,2912.0,943.0,3.7538,<1H OCEAN,3,0.20193861066235863
12206,-117.05,33.52,5.0,3471.0,530.0,1541.0,502.0,4.8083,<1H OCEAN,4,0.15269374819936618
12207,-116.96,33.52,9.0,2802.0,471.0,1155.0,421.0,4.125,INLAND,3,0.16809421841541755
12208,-117.1,33.56,6.0,1868.0,289.0,750.0,247.0,4.3833,<1H OCEAN,3,0.15471092077087795
12209,-117.02,33.6,7.0,1972.0,352.0,964.0,317.0,3.244,INLAND,3,0.17849898580121704
12210,-116.96,33.62,8.0,1003.0,167.0,388.0,140.0,4.2917,INLAND,3,0.16650049850448653
12211,-117.22,33.48,5.0,1585.0,247.0,510.0,181.0,6.9136,<1H OCEAN,5,0.15583596214511042
12212,-117.19,33.53,6.0,108.0,18.0,43.0,17.0,3.475,<1H OCEAN,3,0.16666666666666666
12213,-117.18,33.51,13.0,270.0,42.0,120.0,42.0,6.993,<1H OCEAN,5,0.15555555555555556
12214,-117.12,33.49,4.0,21988.0,4055.0,8824.0,3252.0,3.9963,<1H OCEAN,3,0.18441877387666
12215,-117.12,33.52,4.0,30401.0,4957.0,13251.0,4339.0,4.5841,<1H OCEAN,4,0.16305384691293048
12216,-117.15,33.45,4.0,9089.0,1413.0,3886.0,1243.0,4.6904,<1H OCEAN,4,0.15546264715590274
12217,-116.99,33.46,13.0,1614.0,410.0,846.0,270.0,2.83,<1H OCEAN,2,0.2540272614622057
12218,-117.23,33.57,6.0,13724.0,2269.0,5860.0,1986.0,3.9617,<1H OCEAN,3,0.16533080734479744
12219,-117.27,33.55,4.0,6112.0,890.0,2088.0,712.0,5.5351,<1H OCEAN,4,0.1456151832460733
12220,-117.32,33.51,4.0,966.0,133.0,311.0,92.0,5.2066,<1H OCEAN,4,0.13768115942028986
12221,-117.02,33.71,6.0,8278.0,1579.0,3062.0,1446.0,3.0043,INLAND,3,0.19074655713940566
12222,-116.91,33.71,19.0,6807.0,1164.0,2703.0,1055.0,3.1591,INLAND,3,0.17100044072278536
12223,-116.89,33.73,15.0,2094.0,316.0,937.0,277.0,5.3623,INLAND,4,0.15090735434574976
12224,-116.95,33.68,11.0,1183.0,178.0,543.0,147.0,4.4792,INLAND,3,0.15046491969568893
12225,-116.9,33.65,15.0,652.0,149.0,248.0,97.0,2.1071,INLAND,2,0.2285276073619632
12226,-116.92,33.63,18.0,397.0,89.0,239.0,80.0,2.8125,INLAND,2,0.22418136020151133
12227,-116.99,33.73,13.0,16148.0,3474.0,6159.0,3232.0,1.9961,INLAND,2,0.21513500123854348
12228,-116.9,33.74,14.0,2281.0,426.0,894.0,430.0,2.3712,INLAND,2,0.1867601928978518
12229,-116.95,33.75,19.0,2238.0,573.0,1190.0,507.0,2.0714,INLAND,2,0.25603217158176944
12230,-116.95,33.75,23.0,4676.0,1096.0,2770.0,1057.0,1.7847,INLAND,2,0.23438836612489308
12231,-116.93,33.75,14.0,6027.0,1148.0,3136.0,1036.0,2.964,INLAND,2,0.19047619047619047
12232,-116.93,33.74,15.0,3757.0,666.0,1693.0,654.0,3.6806,INLAND,3,0.17726909768432259
12233,-116.95,33.74,20.0,2233.0,431.0,1024.0,399.0,2.4554,INLAND,2,0.1930138826690551
12234,-116.96,33.73,20.0,4735.0,973.0,2306.0,904.0,3.069,INLAND,3,0.2054910242872228
12235,-116.95,33.73,21.0,4587.0,810.0,2233.0,765.0,3.2371,INLAND,3,0.17658600392413343
12236,-116.95,33.74,18.0,1996.0,405.0,1270.0,400.0,2.7083,INLAND,2,0.2029058116232465
12237,-116.94,33.74,19.0,2901.0,445.0,1414.0,475.0,4.6406,INLAND,4,0.15339538090313684
12238,-116.94,33.73,17.0,5160.0,851.0,2344.0,781.0,3.7175,INLAND,3,0.16492248062015505
12239,-116.93,33.73,13.0,3603.0,573.0,1644.0,515.0,4.0433,INLAND,3,0.15903413821815154
12240,-116.96,33.75,35.0,3269.0,757.0,2328.0,705.0,2.5898,INLAND,2,0.23156928724380543
12241,-116.97,33.74,31.0,2712.0,628.0,1519.0,629.0,1.942,INLAND,2,0.23156342182890854
12242,-116.97,33.75,22.0,3740.0,965.0,2011.0,824.0,1.3039,INLAND,1,0.2580213903743315
12243,-116.99,33.75,18.0,9601.0,2401.0,4002.0,2106.0,1.4366,INLAND,1,0.25007811686282677
12244,-116.98,33.74,25.0,4952.0,1062.0,1589.0,1024.0,1.8446,INLAND,2,0.2144588045234249
12245,-116.97,33.74,20.0,3674.0,792.0,1498.0,758.0,2.2161,INLAND,2,0.2155688622754491
12246,-116.96,33.74,19.0,3649.0,755.0,1717.0,696.0,2.2115,INLAND,2,0.2069060016442861
12247,-116.94,33.77,14.0,7240.0,1410.0,2708.0,1240.0,2.4145,INLAND,2,0.19475138121546962
12248,-117.01,33.75,15.0,2873.0,903.0,1094.0,659.0,1.8015,INLAND,2,0.3143056038983641
12249,-116.95,33.76,10.0,6890.0,1702.0,3141.0,1451.0,1.7079,INLAND,2,0.24702467343976778
12250,-116.98,33.77,12.0,5829.0,1309.0,2711.0,1118.0,1.9707,INLAND,2,0.2245668210670784
12251,-116.99,33.76,12.0,7626.0,1704.0,2823.0,1554.0,2.1722,INLAND,2,0.22344610542879623
12252,-117.0,33.74,8.0,5330.0,1529.0,2143.0,1107.0,2.1103,INLAND,2,0.28686679174484053
12253,-117.02,33.73,14.0,3700.0,750.0,1171.0,695.0,1.9476,INLAND,2,0.20270270270270271
12254,-116.99,33.77,7.0,10352.0,2007.0,3559.0,1689.0,2.2925,INLAND,2,0.19387557959814528
12255,-117.02,33.76,20.0,1317.0,203.0,453.0,158.0,2.8393,INLAND,2,0.15413819286256644
12256,-116.98,33.83,15.0,2228.0,472.0,653.0,350.0,2.683,INLAND,2,0.2118491921005386
12257,-117.02,33.81,10.0,6317.0,1335.0,2625.0,1094.0,2.3,INLAND,2,0.21133449422194078
12258,-116.95,33.79,8.0,10997.0,2205.0,5060.0,1949.0,2.1979,INLAND,2,0.2005092297899427
12259,-116.95,33.79,20.0,2399.0,546.0,1726.0,542.0,1.8845,INLAND,2,0.2275948311796582
12260,-116.96,33.79,21.0,2990.0,691.0,2108.0,660.0,2.0135,INLAND,2,0.23110367892976588
12261,-116.97,33.78,24.0,2680.0,606.0,1728.0,527.0,2.535,INLAND,2,0.22611940298507463
12262,-116.95,33.78,24.0,3409.0,804.0,1939.0,739.0,1.7303,INLAND,2,0.23584628923437959
12263,-116.89,33.79,12.0,701.0,130.0,434.0,110.0,2.0577,INLAND,2,0.18544935805991442
12264,-116.87,33.76,5.0,4116.0,761.0,1714.0,717.0,2.5612,INLAND,2,0.18488824101068999
12265,-116.88,33.74,20.0,3111.0,623.0,1000.0,508.0,1.5982,INLAND,2,0.20025715204114433
12266,-116.89,33.75,23.0,2719.0,538.0,930.0,485.0,2.0154,INLAND,2,0.19786686281721222
12267,-116.91,33.75,13.0,10886.0,2127.0,4266.0,1955.0,2.3169,INLAND,2,0.19538857247841265
12268,-116.86,33.73,13.0,2604.0,443.0,978.0,417.0,2.933,INLAND,2,0.17012288786482335
12269,-117.04,34.0,25.0,3750.0,781.0,1594.0,785.0,2.4167,INLAND,2,0.20826666666666666
12270,-117.06,34.0,33.0,1575.0,326.0,879.0,282.0,2.5357,INLAND,2,0.206984126984127
12271,-117.04,34.0,21.0,4624.0,852.0,2174.0,812.0,3.5255,INLAND,3,0.1842560553633218
12272,-116.99,33.99,22.0,4227.0,658.0,1849.0,619.0,4.7356,INLAND,4,0.15566595694345872
12273,-117.01,33.97,18.0,4775.0,886.0,1868.0,836.0,2.3355,INLAND,2,0.1855497382198953
12274,-116.95,33.97,14.0,5320.0,974.0,1947.0,843.0,3.1393,INLAND,3,0.1830827067669173
12275,-116.97,33.96,12.0,5876.0,1222.0,2992.0,1151.0,2.4322,INLAND,2,0.2079646017699115
12276,-117.11,33.98,25.0,1254.0,312.0,715.0,301.0,2.7344,INLAND,2,0.24880382775119617
12277,-117.02,33.95,5.0,1822.0,367.0,798.0,313.0,2.8783,INLAND,2,0.20142700329308452
12278,-117.03,33.89,6.0,78.0,11.0,27.0,10.0,3.125,INLAND,3,0.14102564102564102
12279,-116.96,33.94,22.0,1999.0,497.0,1304.0,479.0,1.4063,INLAND,1,0.24862431215607803
12280,-116.99,33.92,26.0,503.0,69.0,293.0,59.0,3.7083,INLAND,3,0.13717693836978131
12281,-116.86,33.97,11.0,658.0,131.0,376.0,120.0,2.3977,INLAND,2,0.19908814589665655
12282,-116.79,33.99,16.0,319.0,68.0,212.0,67.0,1.4688,INLAND,1,0.21316614420062696
12283,-116.77,33.92,19.0,2307.0,525.0,1266.0,437.0,1.6875,INLAND,2,0.22756827048114434
12284,-116.81,33.9,17.0,2009.0,469.0,820.0,381.0,1.3286,INLAND,1,0.23344947735191637
12285,-116.89,33.86,2.0,6900.0,1238.0,1950.0,980.0,3.0417,INLAND,3,0.17942028985507247
12286,-116.95,33.86,1.0,6.0,2.0,8.0,2.0,1.625,INLAND,2,0.3333333333333333
12287,-116.86,33.84,18.0,521.0,118.0,174.0,74.0,2.7788,INLAND,2,0.22648752399232247
12288,-116.98,33.94,27.0,3459.0,640.0,1760.0,654.0,3.4545,INLAND,3,0.18502457357617808
12289,-116.98,33.93,40.0,2277.0,498.0,1391.0,453.0,1.9472,INLAND,2,0.21870882740447958
12290,-116.97,33.94,29.0,3197.0,632.0,1722.0,603.0,3.0432,INLAND,3,0.19768532999687208
12291,-116.97,33.93,29.0,2793.0,722.0,1583.0,626.0,1.424,INLAND,1,0.2585034013605442
12292,-116.98,33.93,33.0,376.0,83.0,267.0,88.0,2.1581,INLAND,2,0.22074468085106383
12293,-116.9,33.98,30.0,3915.0,672.0,1820.0,643.0,3.6339,INLAND,3,0.17164750957854405
12294,-116.93,33.93,13.0,7804.0,1594.0,3297.0,1469.0,2.0549,INLAND,2,0.20425422860071757
12295,-116.89,33.93,29.0,4549.0,916.0,2494.0,912.0,2.0976,INLAND,2,0.2013629369092108
12296,-116.88,33.93,37.0,1495.0,429.0,865.0,342.0,1.2188,INLAND,1,0.28695652173913044
12297,-116.9,33.93,34.0,3183.0,738.0,1820.0,647.0,2.2321,INLAND,2,0.23185673892554196
12298,-116.91,34.0,18.0,553.0,100.0,215.0,82.0,5.5,INLAND,4,0.18083182640144665
12299,-116.87,33.94,35.0,4448.0,906.0,2736.0,843.0,2.218,INLAND,2,0.20368705035971224
12300,-116.87,33.93,32.0,3141.0,812.0,2589.0,721.0,1.4556,INLAND,1,0.25851639605221266
12301,-116.87,33.91,37.0,1858.0,361.0,1632.0,310.0,2.7536,INLAND,2,0.19429494079655543
12302,-116.89,33.92,10.0,2653.0,621.0,1967.0,598.0,2.6643,INLAND,2,0.23407463249151902
12303,-116.75,33.83,16.0,5277.0,1070.0,657.0,276.0,3.3333,INLAND,3,0.2027667235171499
12304,-116.8,33.8,35.0,324.0,63.0,158.0,39.0,3.4167,INLAND,3,0.19444444444444445
12305,-116.71,33.75,25.0,10665.0,2161.0,1874.0,852.0,3.0625,INLAND,3,0.20262541022034694
12306,-116.68,33.71,21.0,3460.0,711.0,658.0,255.0,3.5882,INLAND,3,0.20549132947976878
12307,-116.74,33.62,11.0,2385.0,661.0,682.0,242.0,2.9141,INLAND,2,0.2771488469601677
12308,-116.8,33.52,3.0,830.0,145.0,272.0,104.0,3.8281,INLAND,3,0.1746987951807229
12309,-116.89,33.48,14.0,1016.0,219.0,443.0,169.0,2.8071,INLAND,2,0.2155511811023622
12310,-116.87,33.57,12.0,1153.0,265.0,446.0,195.0,3.038,INLAND,3,0.22983521248915872
12311,-116.72,33.56,13.0,3166.0,682.0,1250.0,475.0,2.355,INLAND,2,0.21541377132027795
12312,-116.48,33.61,8.0,1294.0,272.0,457.0,199.0,2.9167,INLAND,2,0.21020092735703247
12313,-116.57,33.64,10.0,489.0,82.0,183.0,74.0,6.2702,INLAND,5,0.16768916155419222
12314,-116.76,33.46,6.0,1251.0,268.0,544.0,216.0,3.0694,INLAND,3,0.21422861710631494
12315,-116.42,33.51,26.0,186.0,48.0,102.0,39.0,2.5625,INLAND,2,0.25806451612903225
12316,-116.6,33.49,16.0,3730.0,827.0,1346.0,592.0,2.183,INLAND,2,0.22171581769436996
12317,-116.69,33.5,13.0,1187.0,255.0,442.0,179.0,1.9107,INLAND,2,0.21482729570345407
12318,-116.39,33.82,15.0,11115.0,2257.0,4122.0,1653.0,2.7219,INLAND,2,0.20305892937471884
12319,-116.71,33.94,12.0,549.0,109.0,209.0,90.0,3.0208,INLAND,3,0.19854280510018216
12320,-116.51,33.89,21.0,1284.0,306.0,537.0,233.0,1.95,INLAND,2,0.2383177570093458
12321,-116.61,33.93,35.0,321.0,71.0,157.0,61.0,2.8056,INLAND,2,0.22118380062305296
12322,-116.57,33.94,29.0,551.0,166.0,224.0,107.0,1.1917,INLAND,1,0.30127041742286753
12323,-116.57,34.0,20.0,260.0,67.0,69.0,50.0,3.5208,INLAND,3,0.25769230769230766
12324,-116.44,33.93,17.0,5293.0,1266.0,1201.0,599.0,1.6849,INLAND,2,0.23918382769695826
12325,-116.36,33.88,11.0,12557.0,3098.0,2453.0,1232.0,1.7844,INLAND,2,0.24671497969260173
12326,-116.52,33.97,13.0,3921.0,754.0,1902.0,665.0,3.3616,INLAND,3,0.19229788319306299
12327,-116.51,33.96,16.0,4913.0,1395.0,2518.0,1132.0,1.4665,INLAND,1,0.2839405658457155
12328,-116.53,33.95,18.0,2990.0,648.0,1280.0,532.0,2.625,INLAND,2,0.21672240802675585
12329,-116.5,33.95,10.0,7249.0,1882.0,4274.0,1621.0,1.6983,INLAND,2,0.2596220168299076
12330,-116.51,33.94,12.0,3369.0,780.0,1315.0,584.0,1.7388,INLAND,2,0.2315227070347284
12331,-116.48,33.96,11.0,1381.0,300.0,644.0,248.0,2.3382,INLAND,2,0.2172338884866039
12332,-116.47,33.94,18.0,2233.0,471.0,919.0,388.0,3.2578,INLAND,3,0.2109270040304523
12333,-116.48,33.94,10.0,3254.0,913.0,923.0,486.0,1.8,INLAND,2,0.2805777504609711
12334,-116.5,33.98,5.0,4332.0,868.0,1420.0,567.0,4.0417,INLAND,3,0.20036934441366575
12335,-116.51,33.84,16.0,980.0,193.0,454.0,185.0,4.0729,INLAND,3,0.19693877551020408
12336,-116.63,33.89,22.0,1540.0,364.0,610.0,268.0,1.5227,INLAND,2,0.23636363636363636
12337,-116.52,33.84,17.0,4465.0,859.0,853.0,445.0,3.6875,INLAND,3,0.1923852183650616
12338,-116.54,33.87,16.0,3648.0,1035.0,1687.0,581.0,1.9167,INLAND,2,0.2837171052631579
12339,-116.57,33.84,18.0,7962.0,1652.0,2009.0,921.0,3.3897,INLAND,3,0.20748555639286612
12340,-116.53,33.85,16.0,10077.0,2186.0,3048.0,1337.0,2.9647,INLAND,2,0.21692964175845986
12341,-116.55,33.84,28.0,2992.0,562.0,676.0,346.0,5.7613,INLAND,4,0.18783422459893048
12342,-116.53,33.84,28.0,8399.0,1839.0,3470.0,1340.0,2.5885,INLAND,2,0.2189546374568401
12343,-116.52,33.85,13.0,7559.0,1444.0,3189.0,1105.0,3.4886,INLAND,3,0.1910305595978304
12344,-116.5,33.82,16.0,343.0,85.0,29.0,14.0,2.1042,INLAND,2,0.2478134110787172
12345,-116.49,33.82,27.0,3316.0,636.0,2362.0,532.0,2.9569,INLAND,2,0.19179734620024125
12346,-116.52,33.82,21.0,10227.0,2315.0,3623.0,1734.0,2.5212,INLAND,2,0.22636159186467195
12347,-116.54,33.82,12.0,9482.0,2501.0,2725.0,1300.0,1.5595,INLAND,2,0.2637629192153554
12348,-116.56,33.83,36.0,1765.0,399.0,451.0,264.0,2.6083,INLAND,2,0.22606232294617565
12349,-116.48,33.8,15.0,3004.0,615.0,437.0,210.0,3.6667,INLAND,3,0.20472703062583222
12350,-116.5,33.81,26.0,5032.0,1229.0,3086.0,1183.0,2.5399,INLAND,2,0.2442368839427663
12351,-116.52,33.81,12.0,12396.0,2552.0,2548.0,1265.0,3.4394,INLAND,3,0.2058728622136173
12352,-116.54,33.81,31.0,6814.0,1714.0,2628.0,1341.0,2.1176,INLAND,2,0.2515409451130026
12353,-116.54,33.81,24.0,6087.0,1217.0,1721.0,833.0,3.1493,INLAND,3,0.19993428618367012
12354,-116.49,33.8,13.0,8789.0,1875.0,1274.0,688.0,3.7396,INLAND,3,0.21333485038115826
12355,-116.54,33.8,22.0,6050.0,1387.0,1432.0,890.0,2.2216,INLAND,2,0.22925619834710745
12356,-116.57,33.76,25.0,2616.0,547.0,581.0,343.0,3.1364,INLAND,3,0.2090978593272171
12357,-116.5,33.69,20.0,4810.0,1074.0,1304.0,740.0,2.25,INLAND,2,0.2232848232848233
