,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,bedrooms_per_room
5851,-118.32,34.18,44.0,1594.0,389.0,832.0,340.0,3.4,<1H OCEAN,0.2440401505646173
3394,-118.3,34.26,43.0,1510.0,310.0,809.0,277.0,3.599,<1H OCEAN,0.2052980132450331
17854,-121.89,37.46,5.0,1519.0,186.0,705.0,186.0,10.3798,<1H OCEAN,0.12244897959183673
303,-122.18,37.77,27.0,909.0,236.0,396.0,157.0,2.0786,NEAR BAY,0.25962596259625964
16949,-122.33,37.53,18.0,4493.0,760.0,1784.0,725.0,6.7042,NEAR OCEAN,0.16915201424438014
8940,-118.47,34.01,41.0,752.0,201.0,482.0,207.0,2.5417,<1H OCEAN,0.26728723404255317
8701,-118.35,33.86,28.0,2075.0,463.0,1216.0,446.0,3.9732,<1H OCEAN,0.22313253012048193
15041,-116.96,32.78,26.0,2807.0,630.0,1785.0,580.0,2.1638,<1H OCEAN,0.22443890274314215
15472,-117.2,33.14,19.0,2025.0,414.0,1663.0,403.0,3.8147,<1H OCEAN,0.20444444444444446
14905,-117.06,32.6,24.0,1088.0,268.0,1095.0,246.0,2.4191,NEAR OCEAN,0.24632352941176472
10486,-117.68,33.48,15.0,1786.0,299.0,727.0,293.0,5.0527,<1H OCEAN,0.1674132138857783
14372,-117.24,32.72,39.0,3089.0,431.0,1175.0,432.0,7.5925,NEAR OCEAN,0.1395273551311104
458,-122.25,37.87,52.0,1204.0,460.0,2016.0,477.0,0.949,NEAR BAY,0.38205980066445183
5298,-118.44,34.06,14.0,520.0,292.0,282.0,213.0,2.2857,<1H OCEAN,0.5615384615384615
4796,-118.35,34.03,43.0,2122.0,524.0,1510.0,436.0,2.2273,<1H OCEAN,0.2469368520263902
16337,-121.36,38.04,9.0,2167.0,370.0,1290.0,351.0,5.0285,INLAND,0.1707429626211352
7047,-118.05,33.95,33.0,1954.0,390.0,1600.0,376.0,3.6125,<1H OCEAN,0.19959058341862845
889,-121.95,37.55,21.0,10687.0,1540.0,4552.0,1520.0,6.6478,<1H OCEAN,0.14410030878637597
13498,-117.32,34.14,32.0,1691.0,353.0,1457.0,329.0,1.8438,INLAND,0.20875221762270846
10853,-117.9,33.69,13.0,9947.0,1675.0,4071.0,1582.0,5.422,<1H OCEAN,0.16839248014476726
421,-122.25,37.89,37.0,3000.0,457.0,987.0,450.0,7.5385,NEAR BAY,0.15233333333333332
16349,-121.36,38.03,14.0,2356.0,438.0,1378.0,481.0,3.7375,INLAND,0.18590831918505943
6441,-118.03,34.1,30.0,2773.0,634.0,1376.0,540.0,2.7857,INLAND,0.2286332491886044
1432,-122.02,37.99,37.0,2247.0,416.0,1237.0,397.0,4.45,NEAR BAY,0.1851357365376057
6580,-118.19,34.21,41.0,1602.0,228.0,680.0,225.0,6.553,<1H OCEAN,0.14232209737827714
19049,-121.83,38.45,36.0,839.0,158.0,446.0,167.0,2.3438,INLAND,0.18831942789034564
3024,-119.46,35.14,30.0,2943.0,624.064888263108,1565.0,584.0,2.5313,INLAND,0.21205059064325787
12685,-121.4,38.53,38.0,152.0,30.0,65.0,35.0,0.9274,INLAND,0.19736842105263158
972,-121.9,37.67,7.0,9540.0,1294.0,3926.0,1229.0,7.4353,<1H OCEAN,0.13563941299790355
19994,-119.37,36.19,24.0,1306.0,266.0,889.0,276.0,2.4922,INLAND,0.20367534456355282
2935,-118.98,35.36,15.0,1482.0,338.0,1059.0,279.0,1.2617,INLAND,0.22807017543859648
7908,-118.1,33.85,19.0,993.0,174.0,572.0,175.0,5.7039,<1H OCEAN,0.17522658610271905
19405,-120.99,37.7,14.0,9849.0,1887.0,4356.0,1780.0,3.5877,INLAND,0.19159305513250077
17455,-120.43,34.7,26.0,2353.0,389.0,1420.0,389.0,3.87,NEAR OCEAN,0.16532086697832554
7300,-118.2,33.99,33.0,1134.0,375.0,1615.0,354.0,2.1468,<1H OCEAN,0.3306878306878307
3660,-118.4,34.22,36.0,2557.0,540.0,1556.0,491.0,3.6591,<1H OCEAN,0.21118498240125147
2798,-117.69,36.13,25.0,1709.0,439.0,632.0,292.0,1.7868,INLAND,0.25687536571094205
7926,-118.09,33.84,23.0,4412.0,910.0,2380.0,825.0,4.54,<1H OCEAN,0.20625566636446055
4409,-118.23,34.09,45.0,1747.0,484.0,1680.0,441.0,2.6051,<1H OCEAN,0.2770463651974814
13613,-117.25,34.13,37.0,2498.0,472.0,1291.0,487.0,3.0,INLAND,0.188951160928743
15730,-122.43,37.78,49.0,2246.0,587.0,1277.0,546.0,2.9792,NEAR BAY,0.26135351736420304
14391,-117.24,32.74,45.0,1718.0,293.0,757.0,329.0,4.05,NEAR OCEAN,0.17054714784633296
7306,-118.2,33.99,35.0,1608.0,465.0,2140.0,488.0,3.1979,<1H OCEAN,0.2891791044776119
12414,-116.21,33.75,22.0,894.0,209.96910710788433,830.0,202.0,3.0673,INLAND,0.23486477305132475
12907,-121.33,38.6,25.0,4260.0,607.0,1635.0,640.0,6.2817,INLAND,0.14248826291079814
5936,-117.93,34.15,14.0,9610.0,2005.0,4723.0,1907.0,4.0393,INLAND,0.20863683662851196
6405,-118.01,34.13,36.0,1332.0,217.0,648.0,203.0,4.7159,INLAND,0.1629129129129129
14182,-117.06,32.71,25.0,2681.0,596.0,1947.0,553.0,2.8964,NEAR OCEAN,0.22230511003356956
6956,-118.06,33.98,50.0,1146.0,238.0,579.0,213.0,2.9583,<1H OCEAN,0.20767888307155322
7767,-118.1,33.91,29.0,505.0,113.0,411.0,113.0,2.6397,<1H OCEAN,0.22376237623762377
3658,-118.41,34.21,35.0,2215.0,459.0,1594.0,446.0,4.0167,<1H OCEAN,0.2072234762979684
17012,-122.27,37.53,43.0,1145.0,230.0,586.0,254.0,3.5,NEAR OCEAN,0.20087336244541484
5344,-118.43,34.04,52.0,1782.0,308.0,735.0,307.0,5.2954,<1H OCEAN,0.1728395061728395
16686,-120.61,35.12,16.0,1671.0,354.0,935.0,340.0,2.5792,<1H OCEAN,0.2118491921005386
6530,-118.06,34.06,28.0,1778.0,605.0,2184.0,574.0,1.9189,<1H OCEAN,0.34026996625421824
20083,-120.28,38.03,13.0,2095.0,391.0,860.0,331.0,3.6838,INLAND,0.18663484486873508
9655,-120.63,36.98,20.0,2380.0,489.0,1581.0,505.0,2.0595,INLAND,0.20546218487394957
10587,-117.77,33.69,14.0,1413.0,372.0,744.0,338.0,3.7988,<1H OCEAN,0.2632696390658174
17313,-120.18,34.75,17.0,2074.0,382.0,1035.0,359.0,3.7958,<1H OCEAN,0.18418514946962392
12613,-121.52,38.51,23.0,6876.0,1456.0,2942.0,1386.0,3.0963,INLAND,0.21175101803374055
7163,-118.17,34.04,46.0,705.0,167.0,655.0,149.0,3.5938,<1H OCEAN,0.23687943262411348
16269,-121.25,37.95,46.0,2001.0,428.0,1384.0,401.0,1.9402,INLAND,0.21389305347326337
6102,-117.89,34.11,36.0,806.0,147.0,446.0,153.0,4.5221,<1H OCEAN,0.18238213399503722
7667,-118.08,33.93,39.0,1478.0,324.0,1127.0,320.0,3.525,<1H OCEAN,0.21921515561569688
13911,-116.22,34.21,23.0,1175.0,468.0,355.0,151.0,2.2083,INLAND,0.3982978723404255
6105,-117.89,34.12,35.0,1566.0,321.0,1396.0,317.0,4.05,<1H OCEAN,0.2049808429118774
11834,-120.22,39.2,22.0,8259.0,1409.0,845.0,353.0,3.3699,INLAND,0.17060176776849498
2219,-119.84,36.83,17.0,3012.0,408.0,987.0,362.0,7.4201,INLAND,0.13545816733067728
11241,-117.96,33.81,34.0,1941.0,356.0,1021.0,339.0,4.4663,<1H OCEAN,0.18341061308603812
19385,-120.85,37.77,20.0,651.0,157.0,421.0,151.0,2.0833,INLAND,0.2411674347158218
5974,-117.76,34.11,22.0,4935.0,954.0,2874.0,938.0,3.9825,INLAND,0.19331306990881458
116,-122.25,37.83,28.0,5022.0,1750.0,2558.0,1661.0,2.4234,NEAR BAY,0.34846674631620866
12938,-121.27,38.66,19.0,1891.0,266.0,678.0,255.0,6.1872,INLAND,0.1406663141195135
3727,-118.43,34.18,33.0,2717.0,662.0,1546.0,597.0,3.9099,<1H OCEAN,0.24365108575634892
15949,-122.43,37.73,52.0,1494.0,306.0,1463.0,360.0,3.1786,NEAR BAY,0.20481927710843373
18433,-121.85,37.26,16.0,1816.0,241.0,793.0,234.0,6.8194,<1H OCEAN,0.1327092511013216
15673,-122.44,37.8,52.0,2865.0,593.0,1029.0,577.0,5.2539,NEAR BAY,0.20698080279232112
1680,-122.29,38.0,16.0,4986.0,1081.0,2805.0,1016.0,4.025,NEAR BAY,0.21680705976734857
4441,-118.21,34.09,39.0,1287.0,353.0,1171.0,345.0,1.6118,<1H OCEAN,0.2742812742812743
17530,-121.89,37.35,48.0,1562.0,439.0,1469.0,424.0,2.5673,<1H OCEAN,0.28104993597951344
1795,-122.34,37.93,30.0,2515.0,481.0,1327.0,428.0,2.1287,NEAR BAY,0.19125248508946321
7190,-118.17,34.05,45.0,733.0,178.0,715.0,165.0,2.5962,<1H OCEAN,0.24283765347885403
2328,-119.72,36.81,28.0,1651.0,305.0,780.0,309.0,2.9453,INLAND,0.18473652331920049
12382,-116.38,33.73,10.0,11836.0,2405.0,3811.0,1570.0,4.0079,INLAND,0.20319364650219668
3904,-118.51,34.19,38.0,2182.0,409.0,1141.0,379.0,4.2865,<1H OCEAN,0.18744271310724106
5862,-118.34,34.19,43.0,1029.0,252.0,613.0,255.0,2.6827,<1H OCEAN,0.24489795918367346
11244,-118.0,33.81,22.0,2642.0,640.0,1702.0,588.0,3.5268,<1H OCEAN,0.24224072672218017
18580,-121.76,36.92,20.0,2687.0,637.0,2154.0,610.0,2.6434,<1H OCEAN,0.23706736136955714
7265,-118.22,33.99,6.0,1499.0,437.0,1754.0,447.0,4.3164,<1H OCEAN,0.2915276851234156
267,-122.19,37.77,52.0,2329.0,445.0,1144.0,417.0,3.5114,NEAR BAY,0.1910691283812795
3475,-118.49,34.31,25.0,1024.0,145.0,357.0,147.0,7.0598,<1H OCEAN,0.1416015625
10889,-117.9,33.7,15.0,2289.0,686.0,982.0,634.0,4.5757,<1H OCEAN,0.2996941896024465
1199,-121.7,39.37,32.0,1852.0,373.0,911.0,365.0,1.7885,INLAND,0.20140388768898487
12126,-117.25,33.93,8.0,10110.0,1761.0,5804.0,1703.0,4.2654,INLAND,0.1741839762611276
6478,-118.04,34.09,34.0,2001.0,388.0,1461.0,397.0,3.8304,INLAND,0.19390304847576212
10154,-117.9,33.88,28.0,2696.0,346.0,947.0,356.0,9.0055,<1H OCEAN,0.12833827893175073
19487,-120.99,37.67,28.0,1768.0,423.0,1066.0,392.0,1.8315,INLAND,0.23925339366515838
5222,-118.25,33.95,28.0,2136.0,498.5123359271545,1799.0,476.0,1.5427,<1H OCEAN,0.23338592505952926
11856,-120.15,39.8,19.0,785.0,151.0,366.0,140.0,3.0625,INLAND,0.19235668789808918
18733,-122.39,40.53,28.0,1427.0,304.0,692.0,285.0,2.125,INLAND,0.2130343377715487
11493,-117.99,33.69,12.0,2480.0,858.0,1441.0,788.0,1.6705,<1H OCEAN,0.34596774193548385
872,-122.02,37.56,23.0,4332.0,857.0,2461.0,829.0,4.3594,NEAR BAY,0.19783010156971376
5379,-118.39,34.03,25.0,3442.0,1050.0,1890.0,914.0,3.0574,<1H OCEAN,0.305055200464846
16882,-122.38,37.59,31.0,3052.0,844.0,1581.0,788.0,3.0744,NEAR OCEAN,0.2765399737876802
8799,-118.37,33.77,26.0,6339.0,876.0,2540.0,880.0,10.1447,NEAR OCEAN,0.13819214387127307
20267,-119.19,34.2,18.0,3620.0,821.7109896147073,3171.0,779.0,3.3409,NEAR OCEAN,0.22699198608141086
11934,-117.41,33.93,35.0,793.0,150.0,669.0,128.0,4.0156,INLAND,0.18915510718789408
6613,-118.13,34.18,52.0,3094.0,519.0,1309.0,488.0,6.4223,INLAND,0.16774402068519714
19177,-122.67,38.43,17.0,2007.0,400.0,895.0,403.0,3.2813,<1H OCEAN,0.19930244145490783
7854,-118.16,33.89,46.0,940.0,219.0,599.0,214.0,3.2813,<1H OCEAN,0.23297872340425532
17246,-119.67,34.42,23.0,1333.0,393.0,1369.0,381.0,2.5947,<1H OCEAN,0.2948237059264816
10508,-117.68,33.52,5.0,3621.0,632.0,1546.0,567.0,5.753,<1H OCEAN,0.17453742060204364
11674,-117.99,33.86,36.0,1138.0,228.0,725.0,219.0,3.4167,<1H OCEAN,0.20035149384885764
2202,-119.86,36.82,12.0,1488.0,253.0,675.0,223.0,4.7622,INLAND,0.1700268817204301
12480,-121.49,38.58,52.0,1000.0,324.0,456.0,250.0,1.4375,INLAND,0.324
13077,-121.3,38.58,29.0,2748.0,563.0,1619.0,525.0,2.8966,INLAND,0.20487627365356623
18906,-122.26,38.15,26.0,3699.0,671.0,2388.0,699.0,4.0515,NEAR BAY,0.18140037848067045
12131,-117.22,33.93,14.0,5104.0,1026.0,3513.0,972.0,3.2148,INLAND,0.20101880877742948
14494,-117.2,32.85,22.0,3501.0,631.0,1297.0,581.0,4.7891,NEAR OCEAN,0.1802342187946301
8354,-118.32,33.95,44.0,2131.0,360.0,1040.0,330.0,5.0912,<1H OCEAN,0.1689347724073205
1292,-121.8,38.01,37.0,3058.0,567.0,1351.0,523.0,3.5179,INLAND,0.1854153041203401
4782,-118.32,34.03,35.0,3189.0,935.0,2221.0,801.0,2.1046,<1H OCEAN,0.2931953590467231
19520,-120.99,37.64,41.0,1580.0,385.0,881.0,361.0,2.7538,INLAND,0.24367088607594936
14982,-116.99,32.72,14.0,1771.0,301.0,1046.0,284.0,4.775,<1H OCEAN,0.16996047430830039
7486,-118.21,33.92,35.0,1669.0,445.0,1870.0,412.0,3.0417,<1H OCEAN,0.2666267225883763
12592,-121.51,38.52,30.0,3236.0,588.0,1167.0,569.0,4.0972,INLAND,0.18170580964153277
14933,-117.04,32.65,8.0,8806.0,1401.0,3159.0,1059.0,4.2155,NEAR OCEAN,0.15909607086077673
13662,-117.32,34.03,13.0,3853.0,761.0,1685.0,669.0,3.9024,INLAND,0.1975084349857254
1281,-121.81,38.01,47.0,1942.0,430.0,1074.0,393.0,2.2361,INLAND,0.22142121524201855
14113,-117.11,32.74,25.0,684.0,190.0,665.0,187.0,2.4524,NEAR OCEAN,0.2777777777777778
1548,-121.94,37.75,17.0,2559.0,370.0,1238.0,377.0,6.2781,<1H OCEAN,0.1445877295818679
3735,-118.4,34.19,35.0,1631.0,356.0,862.0,368.0,3.6007,<1H OCEAN,0.21827099938687922
19115,-122.63,38.23,37.0,1966.0,348.0,875.0,381.0,4.0703,<1H OCEAN,0.1770091556459817
9372,-122.53,37.93,37.0,1722.0,352.0,648.0,337.0,4.125,NEAR BAY,0.20441347270615565
14447,-117.29,32.81,35.0,1878.0,308.0,598.0,257.0,6.9553,NEAR OCEAN,0.16400425985090522
14825,-117.09,32.67,37.0,1157.0,332.0,983.0,306.0,2.0972,NEAR OCEAN,0.28694900605012963
5280,-118.48,34.05,48.0,3623.0,528.0,1282.0,516.0,9.5221,<1H OCEAN,0.145735578250069
5200,-118.28,33.94,32.0,1381.0,375.0,1268.0,354.0,1.1051,<1H OCEAN,0.2715423606082549
14709,-117.07,32.79,25.0,2489.0,314.0,911.0,309.0,7.8336,NEAR OCEAN,0.12615508236239453
1429,-122.03,37.98,45.0,2842.0,567.0,1261.0,535.0,3.6042,NEAR BAY,0.19950738916256158
17413,-120.59,34.7,29.0,17738.0,3114.0,12427.0,2826.0,2.7377,NEAR OCEAN,0.17555530499492614
4216,-118.27,34.11,36.0,1832.0,539.0,934.0,486.0,3.0521,<1H OCEAN,0.2942139737991266
4313,-118.33,34.09,36.0,561.0,180.0,340.0,127.0,1.4375,<1H OCEAN,0.32085561497326204
10957,-117.88,33.75,34.0,3004.0,673.0,5477.0,640.0,2.8342,<1H OCEAN,0.22403462050599202
17613,-121.93,37.29,36.0,2241.0,437.0,989.0,442.0,3.9625,<1H OCEAN,0.19500223114680945
14416,-117.24,32.79,20.0,961.0,278.0,525.0,254.0,3.1838,NEAR OCEAN,0.2892819979188345
9667,-119.54,38.51,14.0,1250.0,272.0,721.0,234.0,2.35,INLAND,0.2176
14997,-117.05,32.72,35.0,3669.0,617.0,1694.0,585.0,3.9485,NEAR OCEAN,0.16816571272826383
19312,-122.86,38.44,31.0,1534.0,292.0,716.0,288.0,3.4471,<1H OCEAN,0.19035202086049544
18565,-121.74,36.92,17.0,2648.0,589.0,1193.0,540.0,2.4461,<1H OCEAN,0.22243202416918428
7478,-118.21,33.93,39.0,354.0,73.0,184.0,58.0,2.7679,<1H OCEAN,0.2062146892655367
20327,-119.06,34.24,21.0,7436.0,984.0,2982.0,988.0,7.6775,<1H OCEAN,0.13232920925228617
9693,-121.64,36.68,16.0,6568.0,1603.0,6012.0,1565.0,2.3463,<1H OCEAN,0.24406211936662606
14840,-117.1,32.68,45.0,1183.0,289.0,900.0,266.0,2.4943,NEAR OCEAN,0.24429416737109044
13786,-117.04,34.04,30.0,3474.0,735.0,1674.0,691.0,2.5863,INLAND,0.21157167530224524
7622,-118.25,33.86,26.0,3022.0,476.0,1852.0,452.0,6.0531,<1H OCEAN,0.15751158173395102
608,-122.08,37.68,37.0,848.0,202.0,314.0,205.0,2.3958,NEAR BAY,0.23820754716981132
12670,-121.46,38.48,8.0,3593.0,659.0,1710.0,530.0,3.5227,INLAND,0.1834121903701642
7607,-118.26,33.88,39.0,1756.0,320.0,1055.0,322.0,3.2375,<1H OCEAN,0.18223234624145787
18801,-121.83,40.69,14.0,821.0,170.0,477.0,129.0,3.15,INLAND,0.20706455542021923
15955,-122.45,37.71,52.0,1658.0,322.0,1086.0,326.0,3.8583,NEAR OCEAN,0.1942098914354644
8238,-118.18,33.77,39.0,1645.0,547.0,1339.0,499.0,1.5536,NEAR OCEAN,0.3325227963525836
5766,-118.3,34.17,30.0,48.0,14.0,74.0,16.0,5.0056,<1H OCEAN,0.2916666666666667
16057,-122.49,37.76,52.0,2245.0,425.0,1091.0,409.0,3.5909,NEAR BAY,0.18930957683741648
15171,-117.07,33.02,17.0,2863.0,665.0,715.0,467.0,2.6048,<1H OCEAN,0.23227383863080683
14999,-117.03,32.74,35.0,1878.0,454.0,991.0,409.0,2.4345,NEAR OCEAN,0.2417465388711395
3153,-118.46,35.12,16.0,4084.0,812.0,2033.0,668.0,3.2405,INLAND,0.19882468168462292
1457,-121.97,37.97,26.0,1977.0,264.0,817.0,273.0,5.7512,INLAND,0.13353566009104703
16697,-120.62,35.12,22.0,1240.0,294.0,768.0,288.0,2.655,<1H OCEAN,0.23709677419354838
17576,-121.94,37.31,5.0,2364.0,578.0,1102.0,502.0,5.2642,<1H OCEAN,0.24450084602368866
3998,-118.62,34.17,32.0,1491.0,355.0,756.0,296.0,3.0404,<1H OCEAN,0.23809523809523808
7231,-118.14,34.02,40.0,1912.0,502.0,2077.0,500.0,2.6,<1H OCEAN,0.2625523012552301
8794,-118.4,33.78,24.0,4787.0,562.0,1653.0,548.0,12.9758,NEAR OCEAN,0.11740129517443075
161,-122.25,37.8,52.0,2087.0,510.0,1197.0,488.0,3.0149,NEAR BAY,0.24436990896023
13964,-116.86,34.24,19.0,5411.0,1042.0,441.0,185.0,3.1324,INLAND,0.19257068933653668
6606,-118.13,34.19,42.0,2203.0,412.0,1012.0,377.0,4.0714,INLAND,0.1870177031320926
13189,-117.71,34.08,29.0,1276.0,283.0,1216.0,316.0,2.5972,INLAND,0.22178683385579936
11343,-117.93,33.76,21.0,2884.0,662.0,2613.0,645.0,4.05,<1H OCEAN,0.22954230235783635
15692,-122.44,37.79,52.0,2045.0,353.0,722.0,327.0,8.0755,NEAR BAY,0.1726161369193154
699,-122.12,37.69,10.0,2227.0,560.0,1140.0,472.0,2.3973,NEAR BAY,0.25145936237090255
7470,-118.21,33.94,34.0,892.0,318.0,1443.0,341.0,2.1903,<1H OCEAN,0.35650224215246634
6247,-117.97,34.05,36.0,1299.0,206.0,763.0,216.0,3.5179,<1H OCEAN,0.1585835257890685
10422,-117.6,33.41,29.0,2193.0,389.0,922.0,387.0,4.5476,NEAR OCEAN,0.1773825809393525
13986,-117.06,34.87,14.0,3348.0,619.0,1756.0,557.0,3.5987,INLAND,0.18488649940262844
20133,-118.91,34.4,30.0,2861.0,613.0,2065.0,586.0,3.2024,<1H OCEAN,0.21426074799021322
12385,-116.38,33.71,17.0,12509.0,2460.0,2737.0,1423.0,4.5556,INLAND,0.19665840594771763
8958,-118.39,34.02,38.0,2521.0,647.0,1091.0,597.0,4.1296,<1H OCEAN,0.2566441888139627
8726,-118.37,33.83,35.0,1207.0,207.0,601.0,213.0,4.7308,<1H OCEAN,0.17149958574979288
6409,-118.02,34.12,37.0,2250.0,360.0,989.0,329.0,6.1536,INLAND,0.16
12413,-116.22,33.74,26.0,4120.0,858.0,2918.0,815.0,3.3107,INLAND,0.20825242718446602
2417,-119.44,36.59,28.0,1343.0,330.0,1331.0,305.0,1.516,INLAND,0.2457185405807893
5126,-118.28,33.99,38.0,1454.0,323.0,1098.0,297.0,1.5109,<1H OCEAN,0.2221458046767538
13678,-117.24,34.04,5.0,1775.0,234.0,726.0,222.0,7.978,INLAND,0.13183098591549297
9581,-120.51,37.32,13.0,2109.0,477.0,1108.0,466.0,2.3099,INLAND,0.22617354196301565
486,-122.26,37.86,52.0,3497.0,832.0,1493.0,794.0,2.9044,NEAR BAY,0.2379182156133829
13038,-121.16,38.67,21.0,6198.0,1223.0,2827.0,1179.0,3.7796,INLAND,0.1973217166828009
3424,-118.42,34.27,35.0,674.0,153.0,808.0,173.0,2.6667,<1H OCEAN,0.22700296735905046
11768,-121.3,38.73,9.0,5558.0,1099.0,2717.0,1043.0,3.6455,INLAND,0.1977329974811083
13015,-121.19,38.71,11.0,4415.0,716.8989281447699,1520.0,627.0,3.2321,INLAND,0.1623780131698233
9296,-122.55,38.03,29.0,7174.0,1169.0,3063.0,1172.0,6.0902,NEAR BAY,0.16294954000557568
19985,-119.31,36.2,23.0,1837.0,332.0,1064.0,335.0,3.1453,INLAND,0.18072945019052802
1988,-119.81,36.74,36.0,607.0,155.0,483.0,146.0,1.5625,INLAND,0.2553542009884679
5519,-118.39,33.97,43.0,2700.0,510.0,1146.0,506.0,5.1333,<1H OCEAN,0.18888888888888888
3527,-118.52,34.27,36.0,3204.0,538.0,1499.0,499.0,5.5649,<1H OCEAN,0.1679151061173533
10368,-117.66,33.64,17.0,3173.0,501.0,1555.0,520.0,6.7079,<1H OCEAN,0.15789473684210525
2610,-123.98,40.88,41.0,1719.0,372.0,844.0,336.0,2.6923,<1H OCEAN,0.2164048865619546
4407,-118.23,34.09,47.0,859.0,239.0,913.0,234.0,2.6442,<1H OCEAN,0.27823050058207216
17516,-121.93,37.33,44.0,2142.0,358.0,846.0,375.0,5.4273,<1H OCEAN,0.16713352007469653
14410,-117.23,32.79,23.0,2578.0,665.0,989.0,622.0,3.5484,NEAR OCEAN,0.25795190069821566
763,-122.08,37.66,37.0,1997.0,436.0,1349.0,437.0,2.1382,NEAR BAY,0.21832749123685527
442,-122.28,37.88,52.0,957.0,188.0,403.0,172.0,3.2344,NEAR BAY,0.19644723092998956
19765,-122.13,40.01,21.0,916.0,194.0,451.0,178.0,2.125,INLAND,0.21179039301310043
13035,-121.17,38.71,15.0,3084.0,557.0,1040.0,562.0,2.5183,INLAND,0.18060959792477302
9504,-123.36,39.01,35.0,1551.0,321.0,857.0,288.0,2.7232,<1H OCEAN,0.20696324951644102
18086,-122.05,37.31,25.0,4111.0,538.0,1585.0,568.0,9.2298,<1H OCEAN,0.1308684018486986
10909,-117.86,33.74,32.0,691.0,151.0,926.0,148.0,4.125,<1H OCEAN,0.21852387843704776
17291,-119.63,34.4,29.0,3865.0,814.0,1266.0,613.0,6.0069,<1H OCEAN,0.21060802069857698
4896,-118.24,34.01,43.0,1456.0,444.0,2098.0,433.0,1.8929,<1H OCEAN,0.30494505494505497
20079,-120.41,38.03,14.0,2061.0,465.0,859.0,462.0,2.1289,INLAND,0.22561863173216884
3391,-118.35,34.21,42.0,1073.0,220.0,804.0,226.0,3.75,<1H OCEAN,0.20503261882572227
19687,-121.63,39.13,26.0,2355.0,531.0,1047.0,497.0,1.8208,INLAND,0.22547770700636943
11972,-117.43,34.01,34.0,2101.0,426.0,1150.0,377.0,3.0909,INLAND,0.20276059019514517
989,-121.89,37.69,4.0,6159.0,1510.0,2649.0,1241.0,3.62,<1H OCEAN,0.24516967040103912
15326,-117.33,33.19,15.0,3672.0,845.0,1827.0,796.0,2.9716,NEAR OCEAN,0.230119825708061
9258,-120.06,36.96,44.0,1288.0,295.0,723.0,287.0,1.6534,INLAND,0.22903726708074534
5850,-118.32,34.18,49.0,192.0,41.0,83.0,38.0,3.0179,<1H OCEAN,0.21354166666666666
5949,-117.86,34.14,36.0,3097.0,667.0,1484.0,634.0,3.1905,INLAND,0.21536971262512108
17126,-122.13,37.46,31.0,2247.0,573.0,1711.0,511.0,3.2642,NEAR BAY,0.25500667556742324
18525,-122.04,36.97,45.0,1302.0,245.0,621.0,258.0,5.1806,NEAR OCEAN,0.1881720430107527
151,-122.22,37.81,52.0,2944.0,536.0,1034.0,521.0,5.3509,NEAR BAY,0.18206521739130435
12491,-121.47,38.57,48.0,3136.0,926.0,1443.0,877.0,1.9034,INLAND,0.29528061224489793
14687,-117.04,32.9,6.0,6525.0,826.0,3146.0,806.0,9.2858,<1H OCEAN,0.12659003831417626
3659,-118.4,34.21,45.0,972.0,181.0,554.0,187.0,4.8194,<1H OCEAN,0.18621399176954734
2301,-119.78,36.82,25.0,5016.0,1005.4509264845935,2133.0,928.0,3.625,INLAND,0.2004487492991614
13426,-117.38,34.2,16.0,193.0,45.0,312.0,76.0,3.7578,INLAND,0.23316062176165803
11133,-117.93,33.85,36.0,2147.0,416.0,1011.0,392.0,3.2188,<1H OCEAN,0.19375873311597577
1395,-122.07,37.98,12.0,6915.0,1639.0,2940.0,1468.0,4.0154,NEAR BAY,0.23702096890817065
14149,-117.08,32.73,19.0,2935.0,763.0,1953.0,720.0,1.4254,NEAR OCEAN,0.2599659284497445
14442,-117.25,32.8,35.0,2281.0,506.0,1005.0,496.0,4.2296,NEAR OCEAN,0.22183252959228408
11954,-117.44,33.92,33.0,2433.0,525.0,1466.0,517.0,3.0437,INLAND,0.2157829839704069
2855,-118.92,35.38,33.0,3122.0,579.0,1733.0,545.0,3.8307,INLAND,0.1854580397181294
7057,-118.04,33.93,35.0,1805.0,387.0,1505.0,366.0,4.1667,<1H OCEAN,0.21440443213296398
14644,-117.2,32.78,38.0,2662.0,498.0,1132.0,496.0,4.0057,NEAR OCEAN,0.18707738542449287
12926,-121.3,38.66,28.0,3391.0,550.0,1546.0,553.0,4.2188,INLAND,0.16219404305514598
7087,-118.01,33.93,34.0,2424.0,468.0,1293.0,444.0,3.275,<1H OCEAN,0.19306930693069307
18533,-122.02,36.97,29.0,2568.0,747.0,1743.0,659.0,1.9286,NEAR OCEAN,0.2908878504672897
15978,-122.46,37.76,52.0,1817.0,449.0,948.0,380.0,3.93,NEAR BAY,0.24711062190423774
1888,-119.98,38.92,28.0,1408.0,312.0,522.0,221.0,2.0708,INLAND,0.2215909090909091
13499,-117.33,34.14,29.0,1646.0,391.0,1296.0,351.0,1.9423,INLAND,0.23754556500607532
9114,-118.22,34.63,4.0,14348.0,2145.0,5839.0,1806.0,5.3799,INLAND,0.14949818790075273
12334,-116.5,33.98,5.0,4332.0,868.0,1420.0,567.0,4.0417,INLAND,0.20036934441366575
6287,-117.9,34.04,15.0,11989.0,2185.0,6652.0,2081.0,4.5554,<1H OCEAN,0.18225039619651348
